{1=0.26254413, 2=1, 3=-0.9582554, 4=1, 5=1.4174964, 6=1, 7=1, 8=1, 9=1, 10=1, 11=0.1630545, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.88117135, 2=6, 3=0.12484166, 4=2, 5=-0.14677337, 6=2, 7=9, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.8482925, 14=1, 15=1}
{1=2.1957543, 2=3, 3=-0.06045496, 4=3, 5=-0.9289083, 6=2, 7=7, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.12409789, 2=3, 3=0.8263092, 4=2, 5=-0.14677337, 6=2, 7=2, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=1.0165107, 14=1, 15=1}
{1=-0.12409789, 2=5, 3=0.12128314, 4=2, 5=-0.14677337, 6=1, 7=4, 8=5, 9=2, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-0.24512582, 14=1, 15=1}
{1=2.4277394, 2=5, 3=-0.70673126, 4=4, 5=1.8085638, 6=1, 7=2, 8=6, 9=1, 10=2, 11=2.0786476, 12=-0.21036936, 13=2.866911, 14=1, 15=2}
{1=0.10788731, 2=5, 3=-1.202487, 4=2, 5=-0.14677337, 6=1, 7=5, 8=1, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.12409789, 2=3, 3=5.474373, 4=1, 5=1.4174964, 6=2, 7=4, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=2}
{1=1.1131566, 2=2, 3=0.4252199, 4=9, 5=2.5906987, 6=3, 7=6, 8=1, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=2.1940382, 14=1, 15=1}
{1=1.8864406, 2=3, 3=0.21804568, 4=1, 5=1.4174964, 6=2, 7=2, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.5959652, 14=1, 15=2}
{1=0.80384296, 2=5, 3=0.07178556, 4=1, 5=1.4174964, 6=3, 7=4, 8=5, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.427747, 14=1, 15=1}
{1=0.64918613, 2=3, 3=0.20220295, 4=1, 5=1.4174964, 6=2, 7=11, 8=2, 9=1, 10=1, 11=0.88177013, 12=-0.21036936, 13=0.1754197, 14=1, 15=2}
{1=0.57185775, 2=3, 3=-0.07207622, 4=2, 5=-0.14677337, 6=2, 7=6, 8=6, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.51185614, 14=13, 15=1}
{1=0.9584997, 2=3, 3=-0.013833449, 4=4, 5=1.8085638, 6=2, 7=4, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=23, 15=2}
{1=0.030558914, 2=3, 3=3.59636, 4=2, 5=-0.14677337, 6=1, 7=1, 8=6, 9=1, 10=2, 11=0.26586843, 12=-0.21036936, 13=0.1754197, 14=36, 15=1}
{1=0.9584997, 2=3, 3=-0.781353, 4=6, 5=0.24429408, 6=1, 7=1, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.427747, 14=1, 15=1}
{1=0.10788731, 2=3, 3=2.8556707, 4=6, 5=0.24429408, 6=2, 7=1, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=1.190485, 2=3, 3=-0.06525165, 4=4, 5=1.8085638, 6=2, 7=6, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=2}
{1=1.2678133, 2=3, 3=-0.9923002, 4=4, 5=1.8085638, 6=2, 7=4, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.5959652, 14=1, 15=2}
{1=-0.6653967, 2=3, 3=-0.63549256, 4=12, 5=-2.4931781, 6=1, 7=6, 8=4, 9=3, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-1.5067624, 14=37, 15=1}
{1=0.57185775, 2=5, 3=-1.3890315, 4=4, 5=1.8085638, 6=2, 7=2, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=2}
{1=-0.97471035, 2=3, 3=0.056079317, 4=2, 5=-0.14677337, 6=1, 7=5, 8=4, 9=2, 10=1, 11=-0.14188065, 12=-0.21036936, 13=-1.0862168, 14=1, 15=1}
{1=2.350411, 2=3, 3=-0.3234931, 4=7, 5=1.0264289, 6=2, 7=9, 8=2, 9=1, 10=1, 11=0.6374293, 12=-0.21036936, 13=0.1754197, 14=30, 15=2}
{1=0.10788731, 2=2, 3=0.16033913, 4=13, 5=-1.3199757, 6=2, 7=5, 8=3, 9=1, 10=2, 11=0.22771646, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.04676949, 2=3, 3=-0.289692, 4=6, 5=0.24429408, 6=1, 7=1, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.49452934, 2=5, 3=-0.011990817, 4=1, 5=1.4174964, 6=2, 7=4, 8=2, 9=1, 10=1, 11=0.58440924, 12=-0.21036936, 13=0.1754197, 14=1, 15=2}
{1=1.0358281, 2=3, 3=0.2451392, 4=13, 5=-1.3199757, 6=1, 7=5, 8=5, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.0072014956, 14=31, 15=1}
{1=1.190485, 2=5, 3=0.25109607, 4=1, 5=1.4174964, 6=2, 7=4, 8=3, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=2}
{1=2.737053, 2=4, 3=-0.25756782, 4=2, 5=-0.14677337, 6=7, 7=2, 8=1, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=-2.4319625, 14=1, 15=1}
{1=1.1131566, 2=5, 3=-0.06954138, 4=4, 5=1.8085638, 6=2, 7=4, 8=3, 9=1, 10=2, 11=-0.14188065, 12=4.677582, 13=0.1754197, 14=1, 15=2}
{1=2.1184258, 2=3, 3=-1.3400799, 4=2, 5=-0.14677337, 6=7, 7=1, 8=5, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.41720092, 2=1, 3=0.04355137, 4=4, 5=1.8085638, 6=1, 7=4, 8=4, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-0.24512582, 14=1, 15=1}
{1=-0.8973819, 2=1, 3=0.9711946, 4=6, 5=0.24429408, 6=1, 7=9, 8=4, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.41720092, 2=5, 3=-0.026848864, 4=6, 5=0.24429408, 6=3, 7=5, 8=5, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.5959652, 14=1, 15=1}
{1=-0.2014263, 2=5, 3=-0.081221126, 4=7, 5=1.0264289, 6=2, 7=1, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.49452934, 2=5, 3=0.8904406, 4=6, 5=0.24429408, 6=2, 7=11, 8=2, 9=2, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.97471035, 2=3, 3=-0.39647692, 4=1, 5=1.4174964, 6=1, 7=6, 8=4, 9=3, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=1.0358281, 2=3, 3=0.4148563, 4=10, 5=0.63536155, 6=3, 7=4, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.0072014956, 14=1, 15=1}
{1=-0.5880683, 2=2, 3=-0.66850394, 4=15, 5=-0.53784084, 6=2, 7=11, 8=1, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.3560831, 2=3, 3=-0.36451846, 4=12, 5=-2.4931781, 6=2, 7=3, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=1.5211654, 14=5, 15=1}
{1=-0.5880683, 2=3, 3=-0.2041705, 4=1, 5=1.4174964, 6=1, 7=1, 8=4, 9=2, 10=1, 11=-0.14188065, 12=-0.21036936, 13=-0.24512582, 14=1, 15=1}
{1=0.10788731, 2=3, 3=0.17742978, 4=3, 5=-0.9289083, 6=2, 7=11, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=-1.0862168, 14=1, 15=1}
{1=-1.2840239, 2=3, 3=1.5922493, 4=6, 5=0.24429408, 6=1, 7=2, 8=4, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=1.190485, 2=5, 3=3.632189, 4=1, 5=1.4174964, 6=2, 7=4, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=-1.0021077, 14=1, 15=1}
{1=-0.8200535, 2=3, 3=-0.7213846, 4=10, 5=0.63536155, 6=2, 7=6, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.25952882, 14=1, 15=1}
{1=1.0358281, 2=6, 3=-0.47473514, 4=2, 5=-0.14677337, 6=2, 7=2, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=1.0165107, 14=1, 15=1}
{1=0.88117135, 2=3, 3=-0.038977087, 4=2, 5=-0.14677337, 6=3, 7=6, 8=5, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.5959652, 14=1, 15=1}
{1=0.9584997, 2=5, 3=-1.3175199, 4=2, 5=-0.14677337, 6=2, 7=5, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.41720092, 2=5, 3=1.6074486, 4=2, 5=-0.14677337, 6=3, 7=1, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.2787547, 2=3, 3=-0.007340365, 4=2, 5=-0.14677337, 6=3, 7=1, 8=5, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.80384296, 2=3, 3=-0.2086357, 4=2, 5=-0.14677337, 6=2, 7=3, 8=2, 9=2, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-1.4386808, 2=3, 3=-0.6571362, 4=13, 5=-1.3199757, 6=1, 7=6, 8=4, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-1.5067624, 14=1, 15=1}
{1=-0.12409789, 2=3, 3=1.6619768, 4=3, 5=-0.9289083, 6=3, 7=3, 8=1, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.427747, 14=1, 15=1}
{1=0.64918613, 2=3, 3=-1.2998735, 4=2, 5=-0.14677337, 6=1, 7=1, 8=6, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-0.66567135, 14=1, 15=1}
{1=-0.97471035, 2=3, 3=-0.13743602, 4=7, 5=1.0264289, 6=1, 7=5, 8=4, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-1.5067624, 14=1, 15=1}
{1=-0.04676949, 2=3, 3=-1.0271738, 4=6, 5=0.24429408, 6=1, 7=4, 8=5, 9=3, 10=1, 11=0.5103496, 12=-0.21036936, 13=-1.5067624, 14=1, 15=1}
{1=-0.4334115, 2=3, 3=0.13604368, 4=1, 5=1.4174964, 6=1, 7=7, 8=1, 9=1, 10=1, 11=0.5405064, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.12409789, 2=3, 3=0.73041433, 4=1, 5=1.4174964, 6=2, 7=6, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.5959652, 14=3, 15=1}
{1=-0.12409789, 2=4, 3=-0.2577433, 4=11, 5=2.1996315, 6=2, 7=4, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=2}
{1=0.26254413, 2=3, 3=-0.20633486, 4=10, 5=0.63536155, 6=2, 7=1, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.5880683, 2=3, 3=-1.3404992, 4=10, 5=0.63536155, 6=2, 7=1, 8=2, 9=1, 10=1, 11=0.19573614, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=1.3451418, 2=5, 3=0.2625321, 4=4, 5=1.8085638, 6=2, 7=2, 8=2, 9=1, 10=1, 11=0.9364733, 12=-0.21036936, 13=2.6986928, 14=1, 15=2}
{1=-0.12409789, 2=3, 3=-1.1665605, 4=3, 5=-0.9289083, 6=1, 7=7, 8=5, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-1.1293671, 2=3, 3=0.8233259, 4=2, 5=-0.14677337, 6=1, 7=11, 8=1, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=1.3451418, 2=3, 3=-0.66024625, 4=8, 5=-2.1021106, 6=2, 7=8, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.5959652, 14=1, 15=1}
{1=1.4224702, 2=2, 3=-1.0184286, 4=4, 5=1.8085638, 6=3, 7=4, 8=1, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=1.0165107, 14=1, 15=2}
{1=-0.2787547, 2=3, 3=-0.015500592, 4=6, 5=0.24429408, 6=3, 7=6, 8=5, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.26254413, 2=1, 3=-0.5989909, 4=1, 5=1.4174964, 6=1, 7=4, 8=1, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=-0.24512582, 14=1, 15=1}
{1=0.26254413, 2=3, 3=-0.1642078, 4=6, 5=0.24429408, 6=3, 7=9, 8=5, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.5107399, 2=3, 3=0.036005355, 4=2, 5=-0.14677337, 6=2, 7=2, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=10, 15=1}
{1=-0.5107399, 2=3, 3=-1.4026417, 4=2, 5=-0.14677337, 6=3, 7=4, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.57185775, 2=3, 3=-0.25246888, 4=2, 5=-0.14677337, 6=2, 7=11, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.3436379, 14=1, 15=2}
{1=0.26254413, 2=3, 3=0.3972587, 4=4, 5=1.8085638, 6=2, 7=1, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.7265145, 2=3, 3=0.7754954, 4=6, 5=0.24429408, 6=3, 7=2, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.030558914, 2=3, 3=0.0023895109, 4=6, 5=0.24429408, 6=2, 7=9, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.57185775, 2=5, 3=1.5761238, 4=6, 5=0.24429408, 6=3, 7=1, 8=1, 9=1, 10=2, 11=-0.0585635, 12=-0.21036936, 13=-1.5067624, 14=5, 15=1}
{1=-0.3560831, 2=3, 3=-0.15665203, 4=2, 5=-0.14677337, 6=1, 7=6, 8=5, 9=2, 10=2, 11=-0.14188065, 12=-0.21036936, 13=1.6893836, 14=1, 15=1}
{1=0.26254413, 2=3, 3=1.3688717, 4=2, 5=-0.14677337, 6=2, 7=2, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=1.8576018, 14=1, 15=2}
{1=-0.2787547, 2=3, 3=-0.4698702, 4=1, 5=1.4174964, 6=2, 7=4, 8=3, 9=1, 10=2, 11=-0.14188065, 12=4.677582, 13=-0.49745312, 14=1, 15=2}
{1=0.7265145, 2=5, 3=3.713021, 4=2, 5=-0.14677337, 6=2, 7=11, 8=2, 9=2, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=2}
{1=-1.2840239, 2=3, 3=0.875212, 4=2, 5=-0.14677337, 6=1, 7=3, 8=4, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=1.0165107, 14=1, 15=1}
{1=0.57185775, 2=3, 3=1.6754115, 4=6, 5=0.24429408, 6=2, 7=4, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.8482925, 14=1, 15=2}
{1=-0.2787547, 2=3, 3=-1.1058804, 4=10, 5=0.63536155, 6=2, 7=7, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.57185775, 2=2, 3=-0.05435185, 4=1, 5=1.4174964, 6=1, 7=6, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=1.8576018, 14=1, 15=1}
{1=-0.12409789, 2=3, 3=0.2656324, 4=1, 5=1.4174964, 6=2, 7=1, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=-0.9179987, 14=1, 15=1}
{1=2.350411, 2=6, 3=-0.58423036, 4=6, 5=0.24429408, 6=2, 7=4, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.10788731, 2=3, 3=-0.078676544, 4=10, 5=0.63536155, 6=2, 7=11, 8=2, 9=1, 10=1, 11=-0.14188065, 12=4.6390333, 13=0.1754197, 14=1, 15=2}
{1=0.80384296, 2=6, 3=0.054675408, 4=7, 5=1.0264289, 6=2, 7=2, 8=3, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.97471035, 2=3, 3=0.09504757, 4=1, 5=1.4174964, 6=1, 7=4, 8=4, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.41720092, 2=3, 3=1.7020663, 4=1, 5=1.4174964, 6=1, 7=4, 8=1, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=2}
{1=1.4997985, 2=3, 3=-0.68462944, 4=2, 5=-0.14677337, 6=2, 7=3, 8=2, 9=1, 10=1, 11=0.29336026, 12=-0.21036936, 13=0.1754197, 14=1, 15=2}
{1=-0.04676949, 2=2, 3=1.7007014, 4=11, 5=2.1996315, 6=2, 7=4, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=1.0165107, 14=1, 15=2}
{1=0.10788731, 2=3, 3=-0.6636195, 4=1, 5=1.4174964, 6=2, 7=4, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=1.4370563, 14=1, 15=2}
{1=0.57185775, 2=3, 3=-0.5873307, 4=1, 5=1.4174964, 6=2, 7=4, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.3436379, 14=1, 15=2}
{1=-0.4334115, 2=2, 3=-0.43112618, 4=10, 5=0.63536155, 6=1, 7=11, 8=4, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=1.8576018, 14=1, 15=1}
{1=0.030558914, 2=5, 3=-0.7794616, 4=4, 5=1.8085638, 6=2, 7=4, 8=3, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=1.8576018, 14=1, 15=2}
{1=1.4224702, 2=3, 3=2.0981736, 4=1, 5=1.4174964, 6=2, 7=6, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=2}
{1=0.030558914, 2=4, 3=-1.2159021, 4=1, 5=1.4174964, 6=2, 7=1, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=1.0165107, 14=1, 15=2}
{1=3.2783518, 2=6, 3=0.119323514, 4=1, 5=1.4174964, 6=2, 7=2, 8=2, 9=1, 10=1, 11=-0.14188065, 12=5.9368334, 13=0.1754197, 14=1, 15=2}
{1=3.2010233, 2=3, 3=-0.5645561, 4=1, 5=1.4174964, 6=2, 7=2, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=1.0165107, 14=1, 15=2}
{1=-0.5880683, 2=3, 3=-1.0291919, 4=2, 5=-0.14677337, 6=4, 7=5, 8=1, 9=3, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=12, 15=1}
{1=0.26254413, 2=2, 3=0.115901485, 4=2, 5=-0.14677337, 6=2, 7=11, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=2.866911, 14=1, 15=2}
{1=0.10788731, 2=3, 3=1.6171005, 4=1, 5=1.4174964, 6=5, 7=10, 8=1, 9=3, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=12, 15=1}
{1=-0.12409789, 2=3, 3=0.31430125, 4=10, 5=0.63536155, 6=2, 7=4, 8=2, 9=1, 10=1, 11=0.88177013, 12=-0.21036936, 13=0.5959652, 14=1, 15=2}
{1=-1.0520387, 2=5, 3=1.1131552, 4=1, 5=1.4174964, 6=1, 7=4, 8=4, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-0.24512582, 14=1, 15=1}
{1=1.4224702, 2=3, 3=-0.9696817, 4=1, 5=1.4174964, 6=1, 7=5, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=1.0165107, 14=1, 15=1}
{1=-1.1293671, 2=3, 3=0.24537317, 4=6, 5=0.24429408, 6=1, 7=6, 8=4, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-1.5067624, 14=1, 15=1}
{1=0.030558914, 2=3, 3=-0.6281318, 4=13, 5=-1.3199757, 6=2, 7=11, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=2.0410974, 2=2, 3=-0.38140437, 4=2, 5=-0.14677337, 6=7, 7=1, 8=6, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-0.66567135, 14=1, 15=1}
{1=0.3398725, 2=3, 3=0.008882594, 4=6, 5=0.24429408, 6=2, 7=6, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=2}
{1=0.88117135, 2=2, 3=-0.08687577, 4=6, 5=0.24429408, 6=3, 7=4, 8=5, 9=2, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.18521571, 2=3, 3=0.6636116, 4=1, 5=1.4174964, 6=2, 7=6, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=2.6986928, 14=1, 15=2}
{1=-0.5880683, 2=3, 3=-0.19678047, 4=12, 5=-2.4931781, 6=1, 7=11, 8=1, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=14, 15=1}
{1=0.80384296, 2=3, 3=-0.7137313, 4=1, 5=1.4174964, 6=3, 7=4, 8=5, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-1.0520387, 2=3, 3=-1.1257983, 4=6, 5=0.24429408, 6=2, 7=5, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=-0.24512582, 14=1, 15=1}
{1=0.10788731, 2=3, 3=-0.9825508, 4=2, 5=-0.14677337, 6=3, 7=6, 8=5, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-1.0862168, 14=9, 15=1}
{1=2.5823963, 2=3, 3=-0.012975504, 4=13, 5=-1.3199757, 6=5, 7=9, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-0.83388954, 14=31, 15=1}
{1=0.57185775, 2=3, 3=-0.2960291, 4=1, 5=1.4174964, 6=2, 7=2, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=1.0165107, 14=1, 15=2}
{1=1.3451418, 2=3, 3=-0.9005586, 4=1, 5=1.4174964, 6=1, 7=5, 8=1, 9=3, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-1.4226533, 14=29, 15=2}
{1=-1.2066956, 2=3, 3=5.030922, 4=2, 5=-0.14677337, 6=1, 7=6, 8=4, 9=2, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-0.24512582, 14=1, 15=1}
{1=-1.0520387, 2=3, 3=0.13062304, 4=1, 5=1.4174964, 6=1, 7=4, 8=1, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=1.0165107, 14=1, 15=1}
{1=0.9584997, 2=3, 3=-0.58516634, 4=5, 5=-1.7110431, 6=2, 7=11, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.51185614, 14=1, 15=1}
{1=0.3398725, 2=4, 3=1.0174651, 4=4, 5=1.8085638, 6=2, 7=4, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=2}
{1=0.26254413, 2=3, 3=-1.1974856, 4=6, 5=0.24429408, 6=3, 7=5, 8=1, 9=1, 10=2, 11=-0.14188065, 12=4.21243, 13=1.4370563, 14=1, 15=1}
{1=1.6544554, 2=3, 3=-0.06313603, 4=2, 5=-0.14677337, 6=2, 7=10, 8=2, 9=2, 10=1, 11=-0.14188065, 12=4.6390333, 13=0.1754197, 14=34, 15=2}
{1=-0.97471035, 2=3, 3=1.3576988, 4=13, 5=-1.3199757, 6=1, 7=5, 8=5, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=1.8576018, 14=5, 15=1}
{1=-0.8200535, 2=5, 3=-0.077701606, 4=1, 5=1.4174964, 6=2, 7=4, 8=3, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.0072014956, 14=1, 15=2}
{1=-1.0520387, 2=3, 3=-1.0987536, 4=2, 5=-0.14677337, 6=1, 7=4, 8=4, 9=2, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.97471035, 2=3, 3=3.3632426, 4=15, 5=-0.53784084, 6=1, 7=14, 8=4, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=-0.66567135, 14=1, 15=1}
{1=0.41720092, 2=5, 3=-1.2469734, 4=1, 5=1.4174964, 6=2, 7=4, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.5959652, 14=1, 15=2}
{1=-0.8200535, 2=3, 3=-0.29609734, 4=6, 5=0.24429408, 6=1, 7=9, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-1.0862168, 14=1, 15=1}
{1=1.7317837, 2=3, 3=-1.1642011, 4=6, 5=0.24429408, 6=2, 7=6, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.2014263, 2=3, 3=-0.1315474, 4=2, 5=-0.14677337, 6=3, 7=6, 8=1, 9=3, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.5959652, 14=29, 15=1}
{1=-0.5880683, 2=3, 3=0.27560598, 4=4, 5=1.8085638, 6=2, 7=4, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.8482925, 14=1, 15=1}
{1=-1.2840239, 2=3, 3=-0.7464015, 4=3, 5=-0.9289083, 6=1, 7=9, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-1.0862168, 14=1, 15=1}
